"","ligand","receptor","species"
"3709","Ccl4","Ccr3","Mouse"
"3710","Ccl9","Ccr1","Mouse"
"3711","Calm3","Grm7","Mouse"
"3712","Calm3","Scn10a","Mouse"
"3713","Calm3","Scn4a","Mouse"
"3714","Calm3","Trpc5","Mouse"
"3715","Calm3","Kcnq3","Mouse"
"3716","Calm3","Adcy8","Mouse"
"3717","Calm3","Mylk","Mouse"
"3718","Icam5","Itgal","Mouse"
"3719","Cd70","Cd27","Mouse"
"3720","Sema6a","Plxna4","Mouse"
"3721","Sema6a","Plxna2","Mouse"
"3722","Vip","Npr3","Mouse"
"3723","Vip","Dpp4","Mouse"
"3724","Vip","Ramp2","Mouse"
"3725","Vip","Vipr1","Mouse"
"3726","Vip","Adcyap1r1","Mouse"
"3727","Vip","Ramp1","Mouse"
"3728","Vip","Ramp3","Mouse"
"3729","Lama4","Itgb1","Mouse"
"3730","Nts","Sort1","Mouse"
"3731","Nts","Ntsr1","Mouse"
"3732","Nts","Ntsr2","Mouse"
"3733","Ccn2","Egfr","Mouse"
"3734","Ccn2","Itga5","Mouse"
"3735","Ccn2","Ntrk1","Mouse"
"3736","Ccn2","Fgfr2","Mouse"
"3737","Ccn2","Lrp6","Mouse"
"3738","Ccn2","Itgam","Mouse"
"3739","Ccn2","Lrp1","Mouse"
"3740","Hsp90b1","Tlr9","Mouse"
"3741","Hsp90b1","Lrp1","Mouse"
"3742","Hsp90b1","Tlr2","Mouse"
"3743","Hsp90b1","Tlr4","Mouse"
"3744","Hsp90b1","Lrp6","Mouse"
"3745","Fgf18","Fgfr1","Mouse"
"3746","Fgf18","Fgfr2","Mouse"
"3747","Fgf18","Fgfr3","Mouse"
"3748","Madcam1","Itga4","Mouse"
"3749","Fgf22","Fgfr1","Mouse"
"3750","Fgf22","Fgfr2","Mouse"
"3751","Il13","Il13ra2","Mouse"
"3752","Il13","Il13ra1","Mouse"
"3753","Il13","Il4ra","Mouse"
"3754","Pomc","Mc2r","Mouse"
"3755","Pomc","Mc4r","Mouse"
"3756","Pomc","Oprm1","Mouse"
"3757","Pomc","Mc3r","Mouse"
"3758","Pomc","Mc1r","Mouse"
"3759","Pomc","Mc5r","Mouse"
"3760","Pomc","Oprd1","Mouse"
"3761","Ccl7","Ccr1","Mouse"
"3762","Ccl7","Ccr2","Mouse"
"3763","Ccl7","Ccr5","Mouse"
"3764","Ccl7","Ccr10","Mouse"
"3765","Ccl7","Cxcr3","Mouse"
"3766","Ccl7","Ccr3","Mouse"
"3767","Tac4","Tacr1","Mouse"
"3768","Gng4","Kcnj6","Mouse"
"3769","Prl7d1","Prlr","Mouse"
"3770","Prl2c5","Prlr","Mouse"
"3771","Prl4a1","Prlr","Mouse"
"3772","Edn1","Ednrb","Mouse"
"3773","Edn1","Kel","Mouse"
"3774","Edn1","Ednra","Mouse"
"3775","Sema4d","Cd72","Mouse"
"3776","Sema4d","Plxnb1","Mouse"
"3777","Sema4d","Erbb2","Mouse"
"3778","Sema4d","Met","Mouse"
"3779","Sema4d","Plxnb2","Mouse"
"3780","Sema4d","Plxna2","Mouse"
"3781","Cxcl14","Cxcr4","Mouse"
"3782","Il9","Il9r","Mouse"
"3783","Thbs4","Notch1","Mouse"
"3784","Fgf10","Fgfr1","Mouse"
"3785","Fgf10","Fgfr2","Mouse"
"3786","Fgf10","Fgfr3","Mouse"
"3787","Nid2","Col13a1","Mouse"
"3788","Plau","Lrp2","Mouse"
"3789","Plau","Lrp1","Mouse"
"3790","Plau","Mrc2","Mouse"
"3791","Plau","Igf2r","Mouse"
"3792","Vcl","Alk","Mouse"
"3793","Arf4","Lrp2","Mouse"
"3794","Fgf9","Fgfr1","Mouse"
"3795","Fgf9","Fgfr2","Mouse"
"3796","Fgf9","Fgfr3","Mouse"
"3797","Tnfsf11","Lgr4","Mouse"
"3798","Tnfsf11","Tnfrsf11b","Mouse"
"3799","Tnfsf11","Itga2b","Mouse"
"3800","Tnfsf11","Tnfrsf11a","Mouse"
"3801","Clu","Lrp8","Mouse"
"3802","Clu","Lrp2","Mouse"
"3803","Clu","Vldlr","Mouse"
"3804","Adam2","Itga6","Mouse"
"3805","Adam2","Itgb1","Mouse"
"3806","Adam2","Cd9","Mouse"
"3807","Adam2","Itga9","Mouse"
"3808","Fgf17","Fgfr1","Mouse"
"3809","Fgf17","Fgfr2","Mouse"
"3810","Fgf17","Fgfr3","Mouse"
"3811","Gdnf","Gfra4","Mouse"
"3812","Gdnf","Gfra3","Mouse"
"3813","Gdnf","Gfra1","Mouse"
"3814","Gdnf","Sdc3","Mouse"
"3815","Gdnf","Ret","Mouse"
"3816","Gdnf","Sorl1","Mouse"
"3817","Angpt1","Itga5","Mouse"
"3818","Angpt1","Tek","Mouse"
"3819","Col2a1","Itgav","Mouse"
"3820","Col2a1","Itga2b","Mouse"
"3821","Col2a1","Itga2","Mouse"
"3822","Col2a1","Itga1","Mouse"
"3823","Col2a1","Mag","Mouse"
"3824","Pla2g10","Pla2r1","Mouse"
"3825","Ahsg","Insr","Mouse"
"3826","Hrg","Erbb3","Mouse"
"3827","Hrg","Erbb2","Mouse"
"3828","Adipoq","Adipor1","Mouse"
"3829","Adipoq","Adipor2","Mouse"
"3830","Prl2a1","Prlr","Mouse"
"3831","Pros1","Tyro3","Mouse"
"3832","Wnt10b","Fzd8","Mouse"
"3833","Wnt10b","Lrp6","Mouse"
"3834","Wnt10b","Fzd5","Mouse"
"3835","Wnt10b","Fzd4","Mouse"
"3836","Wnt10b","Fzd7","Mouse"
"3837","Wnt1","Lrp5","Mouse"
"3838","Wnt1","Fzd1","Mouse"
"3839","Wnt1","Fzd10","Mouse"
"3840","Wnt1","Fzd9","Mouse"
"3841","Wnt1","Fzd8","Mouse"
"3842","Wnt1","Lrp6","Mouse"
"3843","Wnt1","Fzd5","Mouse"
"3844","Wnt1","Fzd7","Mouse"
"3845","Npff","Npffr2","Mouse"
"3846","Cxcl13","Cxcr5","Mouse"
"3847","Cxcl13","Cxcr3","Mouse"
"3848","Cxcl13","Ackr4","Mouse"
"3849","Ccl25","Ccr9","Mouse"
"3850","Ccl25","Ackr2","Mouse"
"3851","Ccl25","Ackr4","Mouse"
"3852","Guca2a","Gucy2c","Mouse"
"3853","Bmp15","Bmpr1b","Mouse"
"3854","Bmp15","Bmpr2","Mouse"
"3855","Bmp15","Acvr1c","Mouse"
"3856","Bmp15","Bmpr1a","Mouse"
"3857","Gnb3","Kcnj6","Mouse"
"3858","Crisp2","Catsper1","Mouse"
"3859","Tff2","Muc6","Mouse"
"3860","Ntn3","Dcc","Mouse"
"3861","Ntn3","Neo1","Mouse"
"3862","C3","Cd46","Mouse"
"3863","C3","Cd55","Mouse"
"3864","C3","Lrp1","Mouse"
"3865","C3","C3ar1","Mouse"
"3866","C3","Cr2","Mouse"
"3867","C3","C5ar2","Mouse"
"3868","C3","Cd19","Mouse"
"3869","C3","Itgam","Mouse"
"3870","C3","Cd81","Mouse"
"3871","Tslp","Crlf2","Mouse"
"3872","Apom","Lrp2","Mouse"
"3873","Ltb","Tnfrsf1a","Mouse"
"3874","Ltb","Ltbr","Mouse"
"3875","Tnf","Rhbdf2","Mouse"
"3876","Tnf","Tnfrsf1a","Mouse"
"3877","Tnf","Tnfrsf1b","Mouse"
"3878","Lta","Tnfrsf1a","Mouse"
"3879","Lta","Tnfrsf14","Mouse"
"3880","Lta","Ltbr","Mouse"
"3881","Lta","Tnfrsf1b","Mouse"
"3882","Hbegf","Erbb3","Mouse"
"3883","Hbegf","Cd9","Mouse"
"3884","Hbegf","Erbb2","Mouse"
"3885","Hbegf","Erbb4","Mouse"
"3886","Scgb1a1","Lrp2","Mouse"
"3887","Anxa1","Fpr2","Mouse"
"3888","Anxa1","Fpr1","Mouse"
"3889","Anxa1","Dysf","Mouse"
"3890","Il33","Il1rl1","Mouse"
"3891","Il33","Il1rap","Mouse"
"3892","Dkk1","Kremen2","Mouse"
"3893","Dkk1","Lrp5","Mouse"
"3894","Dkk1","Lrp6","Mouse"
"3895","Gal","Gpr151","Mouse"
"3896","Gal","Galr1","Mouse"
"3897","Gal","Galr2","Mouse"
"3898","Vegfb","Flt1","Mouse"
"3899","Vegfb","Nrp1","Mouse"
"3900","Rbp4","Stra6","Mouse"
"3901","Slit1","Robo2","Mouse"
"3902","Slit1","Plxna1","Mouse"
"3903","Slit1","Gpc1","Mouse"
"3904","Slit1","Flrt3","Mouse"
"3905","Sema4g","Plxnb2","Mouse"
"3906","Fgf8","Fgfr1","Mouse"
"3907","Fgf8","Fgfr2","Mouse"
"3908","Fgf8","Fgfr3","Mouse"
"3909","Gdf11","Acvr2b","Mouse"
"3910","Gdf11","Acvr2a","Mouse"
"3911","Gdf11","Acvr1c","Mouse"
"3912","Il23a","Il23r","Mouse"
"3913","Inhbc","Acvr2b","Mouse"
"3914","Inhbc","Acvr2a","Mouse"
"3915","Hras","Tlr9","Mouse"
"3916","Hras","Tlr2","Mouse"
"3917","Podxl","Sell","Mouse"
"3918","Nmb","Brs3","Mouse"
"3919","Il6","Il6ra","Mouse"
"3920","Il6","Il6st","Mouse"
"3921","Il17a","Il17rd","Mouse"
"3922","Il17a","Il17rc","Mouse"
"3923","Ctla4","Cd80","Mouse"
"3924","Mstn","Acvr2b","Mouse"
"3925","Mstn","Acvr2a","Mouse"
"3926","Nppc","Npr3","Mouse"
"3927","Nppc","Npr1","Mouse"
"3928","Nppc","Npr2","Mouse"
"3929","Il20","Il20rb","Mouse"
"3930","Il20","Il22ra1","Mouse"
"3931","Lamc2","Itga6","Mouse"
"3932","Lamc2","Itgb1","Mouse"
"3933","Lamc2","Itgb4","Mouse"
"3934","Xcl1","Xcr1","Mouse"
"3935","Angptl1","Tek","Mouse"
"3936","Tnfsf4","Traf2","Mouse"
"3937","Tnfsf4","Tnfrsf4","Mouse"
"3938","Cel","Cxcr4","Mouse"
"3939","Hc","C5ar2","Mouse"
"3940","Hc","C5ar1","Mouse"
"3941","Il36a","Il1rap","Mouse"
"3942","Il36a","Il1rl2","Mouse"
"3943","Il36b","Il1rap","Mouse"
"3944","Il36b","Il1rl2","Mouse"
"3945","Fshb","Fshr","Mouse"
"3946","Lin7c","Abca1","Mouse"
"3947","Lin7c","Htr2c","Mouse"
"3948","Mdk","Itgb1","Mouse"
"3949","Mdk","Lrp6","Mouse"
"3950","Mdk","Alk","Mouse"
"3951","Mdk","Ptprz1","Mouse"
"3952","Mdk","Lrp1","Mouse"
"3953","F2","Thbd","Mouse"
"3954","F2","Itga2b","Mouse"
"3955","Jag1","Notch2","Mouse"
"3956","Jag1","Notch3","Mouse"
"3957","Oxt","Avpr2","Mouse"
"3958","Oxt","Oxtr","Mouse"
"3959","Spint1","St14","Mouse"
"3960","Bmp2","Acvr2b","Mouse"
"3961","Bmp2","Bmpr1b","Mouse"
"3962","Bmp2","Tgfbr3","Mouse"
"3963","Bmp2","Hjv","Mouse"
"3964","Bmp2","Acvr2a","Mouse"
"3965","Bmp2","Bmpr2","Mouse"
"3966","Bmp2","Acvr1","Mouse"
"3967","Bmp2","Bmpr1a","Mouse"
"3968","Il1b","Il1rap","Mouse"
"3969","Il1a","Il1rap","Mouse"
"3970","Cst3","Lrp2","Mouse"
"3971","Angpt4","Tek","Mouse"
"3972","Edn3","Ednrb","Mouse"
"3973","Edn3","Kel","Mouse"
"3974","Edn3","Ednra","Mouse"
"3975","a","Mc1r","Mouse"
"3976","Ghrh","Ghrhr","Mouse"
"3977","Ghrh","Vipr1","Mouse"
"3978","Il21","Il21r","Mouse"
"3979","Il21","Il2rg","Mouse"
"3980","Il2","Il2rg","Mouse"
"3981","Il2","Il2rb","Mouse"
"3982","Wnt2b","Fzd4","Mouse"
"3983","Efna1","Epha10","Mouse"
"3984","Efna1","Epha3","Mouse"
"3985","Efna1","Epha7","Mouse"
"3986","Efna1","Epha6","Mouse"
"3987","Efna1","Epha8","Mouse"
"3988","Efna1","Epha1","Mouse"
"3989","Efna1","Epha5","Mouse"
"3990","Vcam1","Itga4","Mouse"
"3991","Vcam1","Itgb1","Mouse"
"3992","Vcam1","Itga9","Mouse"
"3993","Sfrp2","Fzd5","Mouse"
"3994","Pdgfc","Pdgfra","Mouse"
"3995","Egf","Erbb3","Mouse"
"3996","Egf","Erbb2","Mouse"
"3997","Egf","Erbb4","Mouse"
"3998","Dkk2","Lrp6","Mouse"
"3999","Efna3","Epha10","Mouse"
"4000","Efna3","Epha3","Mouse"
"4001","Efna3","Epha7","Mouse"
"4002","Efna3","Epha6","Mouse"
"4003","Efna3","Epha8","Mouse"
"4004","Efna3","Epha1","Mouse"
"4005","Efna3","Erbb2","Mouse"
"4006","Efna3","Ephb1","Mouse"
"4007","Efna3","Epha5","Mouse"
"4008","Efna4","Epha10","Mouse"
"4009","Efna4","Epha3","Mouse"
"4010","Efna4","Epha7","Mouse"
"4011","Efna4","Epha6","Mouse"
"4012","Efna4","Epha8","Mouse"
"4013","Efna4","Epha1","Mouse"
"4014","Efna4","Epha5","Mouse"
"4015","Adam15","Itgb1","Mouse"
"4016","Adam15","Itga9","Mouse"
"4017","Sema4a","Plxnb1","Mouse"
"4018","Sema4a","Plxnb2","Mouse"
"4019","Ccn1","Itgam","Mouse"
"4020","Tnfsf8","Tnfrsf8","Mouse"
"4021","Tln1","Itgal","Mouse"
"4022","Tln1","Itgb1","Mouse"
"4023","Col9a2","Mag","Mouse"
"4024","Edn2","Ednrb","Mouse"
"4025","Edn2","Kel","Mouse"
"4026","Edn2","Ednra","Mouse"
"4027","Sema3c","Plxna4","Mouse"
"4028","Sema3c","Plxnb1","Mouse"
"4029","Sema3c","Nrp2","Mouse"
"4030","Hgf","Itgb1","Mouse"
"4031","Hgf","Nrp2","Mouse"
"4032","Hgf","Plxnb1","Mouse"
"4033","Hgf","Met","Mouse"
"4034","Rspo1","Lgr4","Mouse"
"4035","Rspo1","Lgr6","Mouse"
"4036","Rspo1","Lrp6","Mouse"
"4037","Rspo1","Znrf3","Mouse"
"4038","Sema3a","Plxna4","Mouse"
"4039","Sema3a","Nrp2","Mouse"
"4040","Sema3a","Plxna1","Mouse"
"4041","Uts2","Uts2r","Mouse"
"4042","Cort","Sstr3","Mouse"
"4043","Cort","Sstr2","Mouse"
"4044","Cort","Sstr4","Mouse"
"4045","Cort","Sstr5","Mouse"
"4046","Cort","Sstr1","Mouse"
"4047","Cort","Ghsr","Mouse"
"4048","Draxin","Dcc","Mouse"
"4049","Gnb1","Kcnj6","Mouse"
"4050","Nmu","Nmur2","Mouse"
"4051","Bmp3","Acvr2b","Mouse"
"4052","Bmp3","Acvr2a","Mouse"
"4053","Fgf5","Fgfr1","Mouse"
"4054","Fgf5","Fgfr2","Mouse"
"4055","Fgf5","Fgfr3","Mouse"
"4056","Cxcl5","Cxcr2","Mouse"
"4057","Cxcl5","Ackr1","Mouse"
"4058","Ppbp","Cxcr2","Mouse"
"4059","Ppbp","Cxcr1","Mouse"
"4060","Pf4","Thbd","Mouse"
"4061","Pf4","Fgfr2","Mouse"
"4062","Pf4","Cxcr3","Mouse"
"4063","Pf4","Lrp1","Mouse"
"4064","Areg","Erbb3","Mouse"
"4065","Areg","Erbb2","Mouse"
"4066","Areg","Erbb4","Mouse"
"4067","Cxcl3","Cxcr2","Mouse"
"4068","Cxcl3","Cxcr3","Mouse"
"4069","Cxcl1","Cxcr2","Mouse"
"4070","Cxcl1","Cxcr1","Mouse"
"4071","Cxcl1","Ackr1","Mouse"
"4072","Il31","Il31ra","Mouse"
"4073","Pla2g1b","Pla2r1","Mouse"
"4074","Col1a2","Itgb1","Mouse"
"4075","Col1a2","Itga2","Mouse"
"4076","Col1a2","Cd93","Mouse"
"4077","Gng11","Kcnj6","Mouse"
"4078","Epo","Mpl","Mouse"
"4079","Gnb2","Kcnj6","Mouse"
"4080","Npy","Npy4r","Mouse"
"4081","Npy","Npy5r","Mouse"
"4082","Npy","Npy1r","Mouse"
"4083","Npy","Dpp4","Mouse"
"4084","Npy","Npy6r","Mouse"
"4085","Npy","Fap","Mouse"
"4086","Npvf","Npffr2","Mouse"
"4087","Tgfa","Erbb3","Mouse"
"4088","Tgfa","Erbb2","Mouse"
"4089","Tgfa","Erbb4","Mouse"
"4090","Bmp10","Acvr1","Mouse"
"4091","Bmp10","Bmpr2","Mouse"
"4092","Bmp10","Bmpr1a","Mouse"
"4093","Bmp10","Alk","Mouse"
"4094","Prok2","Prokr2","Mouse"
"4095","Prok2","Prokr1","Mouse"
"4096","Wnt7a","Fzd1","Mouse"
"4097","Wnt7a","Fzd9","Mouse"
"4098","Wnt7a","Fzd3","Mouse"
"4099","Wnt7a","Adgra2","Mouse"
"4100","Wnt7a","Lrp6","Mouse"
"4101","Wnt7a","Fzd5","Mouse"
"4102","Wnt7a","Fzd4","Mouse"
"4103","Wnt7a","Fzd7","Mouse"
"4104","Gdf3","Acvr2b","Mouse"
"4105","Gdf3","Acvr2a","Mouse"
"4106","Clec2d","Klrb1b","Mouse"
"4107","Rtn2","Rtn4r","Mouse"
"4108","Vasp","Itga4","Mouse"
"4109","Mfge8","Itgb5","Mouse"
"4110","Mfge8","Itgb1","Mouse"
"4111","Calca","Calcrl","Mouse"
"4112","Calca","Calcr","Mouse"
"4113","Fgf21","Fgfr1","Mouse"
"4114","Fgf21","Fgfr2","Mouse"
"4115","Fgf21","Fgfr3","Mouse"
"4116","Izumo1","Izumo1r","Mouse"
"4117","Hpx","Lrp1","Mouse"
"4118","Fgf15","Fgfr1","Mouse"
"4119","Fgf15","Fgfr2","Mouse"
"4120","Fgf15","Fgfr3","Mouse"
"4121","Fadd","Tradd","Mouse"
"4122","Cd40lg","Traf1","Mouse"
"4123","Fgf13","Fgfr1","Mouse"
"4124","Fgf13","Fgfr2","Mouse"
"4125","Fgf13","Scn5a","Mouse"
"4126","Fgf13","Fgfr3","Mouse"
"4127","F9","Lrp1","Mouse"
"4128","F8","Ldlr","Mouse"
"4129","F8","Lrp1","Mouse"
"4130","Fgf16","Fgfr1","Mouse"
"4131","Fgf16","Fgfr2","Mouse"
"4132","Fgf16","Fgfr3","Mouse"
"4133","Bgn","P2rx7","Mouse"
"4134","Bgn","Tlr4","Mouse"
"4135","Vegfd","Nrp2","Mouse"
"4136","Vegfd","Fgfr2","Mouse"
"4137","Vegfd","Kdr","Mouse"
"4138","Vegfd","Itga9","Mouse"
"4139","Angpt2","Itgb1","Mouse"
"4140","Angpt2","Tek","Mouse"
"4141","Tnfsf13b","Tnfrsf13c","Mouse"
"4142","Col4a1","Itgb1","Mouse"
"4143","Col4a1","Cd93","Mouse"
"4144","Col4a2","Itgb1","Mouse"
"4145","Col4a2","Cd93","Mouse"
"4146","Vegfc","Ccbe1","Mouse"
"4147","Vegfc","Itgb1","Mouse"
"4148","Vegfc","Nrp2","Mouse"
"4149","Vegfc","Kdr","Mouse"
"4150","Vegfc","Itga9","Mouse"
"4151","Plat","Lrp1","Mouse"
"4152","Plat","Itgam","Mouse"
"4153","Sfrp1","Fzd2","Mouse"
"4154","Fgf20","Fgfr1","Mouse"
"4155","Fgf20","Fgfr2","Mouse"
"4156","Fgf20","Fgfr3","Mouse"
"4157","Il15","Il15ra","Mouse"
"4158","Il15","Il2rb","Mouse"
"4159","Il15","Il11ra1","Mouse"
"4160","Mmp2","Itgb1","Mouse"
"4161","Cx3cl1","Itga4","Mouse"
"4162","Cx3cl1","Itgb1","Mouse"
"4163","Cx3cl1","Cx3cr1","Mouse"
"4164","Ccl22","Ccr4","Mouse"
"4165","Ccl22","Ackr2","Mouse"
"4166","Ccl22","Dpp4","Mouse"
"4167","Ccl17","Ccr8","Mouse"
"4168","Ccl17","Ccr4","Mouse"
"4169","Ccl17","Ackr1","Mouse"
"4170","Ccl17","Ackr2","Mouse"
"4171","Insl3","Rxfp2","Mouse"
"4172","Insl3","Rxfp1","Mouse"
"4173","Jam3","Itgam","Mouse"
"4174","Jam3","Itga4","Mouse"
"4175","Jam3","Itgal","Mouse"
"4176","Jam3","Itgb1","Mouse"
"4177","Apoc3","Ldlr","Mouse"
"4178","Apoc3","Lrp1","Mouse"
"4179","Apoa1","Lrp2","Mouse"
"4180","Lipc","Scarb1","Mouse"
"4181","Lipc","Lrp1","Mouse"
"4182","Ptgs2","Ptger4","Mouse"
"4183","Ptgs2","Ptger3","Mouse"
"4184","Ptgs2","Ptger2","Mouse"
"4185","Tdgf1","Acvr2b","Mouse"
"4186","Tdgf1","Acvr2a","Mouse"
"4187","Tdgf1","Gpc1","Mouse"
"4188","Tdgf1","Fzd7","Mouse"
"4189","Ucn","Crhr1","Mouse"
"4190","Ntng2","Lrrc4c","Mouse"
"4191","Ntng2","Lrrc4","Mouse"
"4192","Avp","Oxtr","Mouse"
"4193","Lgals3bp","Itgb1","Mouse"
"4194","Apob","Lrp2","Mouse"
"4195","Apob","Scarb1","Mouse"
"4196","Apob","Apobr","Mouse"
"4197","Apob","Lrp1","Mouse"
"4198","Apob","Tlr4","Mouse"
"4199","Apob","Mttp","Mouse"
"4200","Apob","Cd36","Mouse"
"4201","Wnt4","Musk","Mouse"
"4202","Wnt4","Fzd2","Mouse"
"4203","Wnt4","Fzd1","Mouse"
"4204","Wnt4","Fzd10","Mouse"
"4205","Wnt4","Fzd8","Mouse"
"4206","Wnt4","Fzd5","Mouse"
"4207","Wnt4","Fzd4","Mouse"
"4208","Wnt4","Fzd7","Mouse"
"4209","Fgg","Itga2b","Mouse"
"4210","Galp","Galr1","Mouse"
"4211","Galp","Galr2","Mouse"
"4212","Fgf2","Fgfr2","Mouse"
"4213","Fgf2","Fgfr1","Mouse"
"4214","Fgf2","Sdc3","Mouse"
"4215","Fgf2","Ptprz1","Mouse"
"4216","Fgf2","Fgfr3","Mouse"
"4217","Csf3","Csf3r","Mouse"
"4218","Bmp8a","Acvr2b","Mouse"
"4219","Bmp8a","Acvr2a","Mouse"
"4220","Bmp8a","Tgfbr2","Mouse"
"4221","Bmp8a","Bmpr2","Mouse"
"4222","Gdf7","Acvr2a","Mouse"
"4223","Gdf7","Bmpr2","Mouse"
"4224","Serpine1","Lrp1b","Mouse"
"4225","Serpine1","Lrp2","Mouse"
"4226","Serpine1","Lrp1","Mouse"
"4227","Serpine1","Vldlr","Mouse"
"4228","Ccl5","Gpr75","Mouse"
"4229","Ccl5","Ccr4","Mouse"
"4230","Ccl5","Ccrl2","Mouse"
"4231","Ccl5","Ccr5","Mouse"
"4232","Ccl5","Ackr1","Mouse"
"4233","Ccl5","Ackr2","Mouse"
"4234","Ccl5","Ackr4","Mouse"
"4235","Nodal","Acvr2b","Mouse"
"4236","Nodal","Acvr2a","Mouse"
"4237","Npnt","Itgb1","Mouse"
"4238","Lman1","Mcfd2","Mouse"
"4239","Tnfsf10","Tnfrsf11b","Mouse"
"4240","Inha","Acvr2a","Mouse"
"4241","Tnfsf9","Traf1","Mouse"
"4242","Pth2","Ramp1","Mouse"
"4243","Mif","Cd74","Mouse"
"4244","Mif","Cxcr2","Mouse"
"4245","Mif","Ackr3","Mouse"
"4246","Mif","Cxcr4","Mouse"
"4247","Spon1","Lrp8","Mouse"
"4248","Lefty1","Acvr1","Mouse"
"4249","Lefty1","Acvr2b","Mouse"
"4250","Lefty1","Acvr2a","Mouse"
"4251","Sct","Sctr","Mouse"
"4252","Rspo4","Lgr4","Mouse"
"4253","Sema7a","Itgb1","Mouse"
"4254","Gng10","Kcnj6","Mouse"
"4255","Wnt8b","Fzd10","Mouse"
"4256","Wnt8b","Ptk7","Mouse"
"4257","Wnt8b","Fzd7","Mouse"
"4258","Amh","Acvr1","Mouse"
"4259","Il5","Csf2rb","Mouse"
"4260","Il5","Il5ra","Mouse"
"4261","Tgfb2","Tgfbr2","Mouse"
"4262","Iapp","Ramp3","Mouse"
"4263","Iapp","Calcr","Mouse"
"4264","Lama1","Itgb1","Mouse"
"4265","Lama1","Itga2","Mouse"
"4266","Lama1","Itga1","Mouse"
"4267","Lama1","Itgb4","Mouse"
"4268","Lama1","Itga7","Mouse"
"4269","Pmch","Mchr1","Mouse"
"4270","Crp","Tlr4","Mouse"
"4271","Thbs1","Itga1","Mouse"
"4272","Thbs1","Vldlr","Mouse"
"4273","Thbs1","Itgb1","Mouse"
"4274","Thbs1","Ptprj","Mouse"
"4275","Thbs1","Cd47","Mouse"
"4276","Thbs1","Itga2","Mouse"
"4277","Thbs1","Cd36","Mouse"
"4278","Inhbb","Acvr2b","Mouse"
"4279","Inhbb","Acvr2a","Mouse"
"4280","Clcf1","Cntfr","Mouse"
"4281","Clcf1","Il6st","Mouse"
"4282","Fgf1","Fgfr1","Mouse"
"4283","Fgf1","Fgfr2","Mouse"
"4284","Fgf1","Fgfr3","Mouse"
"4285","Apln","Aplnr","Mouse"
"4286","Grn","Sort1","Mouse"
"4287","Nrtn","Sdc3","Mouse"
"4288","Prl3a1","Prlr","Mouse"
"4289","Gc","Lrp2","Mouse"
"4290","Il17f","Il17rc","Mouse"
"4291","Cxcl10","Cxcr4","Mouse"
"4292","Cxcl10","Cxcr3","Mouse"
"4293","Prl3b1","Prlr","Mouse"
"4294","Chad","Itgb1","Mouse"
"4295","Chad","Itga2","Mouse"
"4296","Inhba","Acvr2b","Mouse"
"4297","Inhba","Acvr2a","Mouse"
"4298","S100b","Fgfr1","Mouse"
"4299","Gdf5","Acvr1","Mouse"
"4300","Gdf5","Acvr2b","Mouse"
"4301","Gdf5","Acvr2a","Mouse"
"4302","Gdf5","Bmpr2","Mouse"
"4303","C1qa","Cd93","Mouse"
"4304","Calm2","Grm7","Mouse"
"4305","Calm2","Scn10a","Mouse"
"4306","Calm2","Cacna1c","Mouse"
"4307","Calm2","Trpc5","Mouse"
"4308","Calm2","Kcnq3","Mouse"
"4309","Ctf1","Il6st","Mouse"
"4310","Ucn3","Crhr1","Mouse"
"4311","Efnb1","Ephb2","Mouse"
"4312","Efnb1","Ephb4","Mouse"
"4313","Efnb1","Epha6","Mouse"
"4314","Efnb1","Ephb6","Mouse"
"4315","Efnb1","Epha5","Mouse"
"4316","Rln3","Rxfp2","Mouse"
"4317","Rln3","Rxfp4","Mouse"
"4318","Rln3","Rxfp1","Mouse"
"4319","Rln3","Rxfp3","Mouse"
"4320","Col9a1","Mag","Mouse"
"4321","Nlgn2","Nrxn1","Mouse"
"4322","Nlgn2","Nrxn3","Mouse"
"4323","Nlgn2","Nrxn2","Mouse"
"4326","Prl2c1","Prlr","Mouse"
"4327","Lcn2","Lrp2","Mouse"
"4328","Inhbe","Acvr2b","Mouse"
"4329","Inhbe","Acvr2a","Mouse"
"4330","Pnoc","Oprl1","Mouse"
"4331","Fn1","Itgb1","Mouse"
"4332","Fn1","Itga2b","Mouse"
"4333","Fn1","Flrt2","Mouse"
"4334","Fn1","Col13a1","Mouse"
"4335","Fbln1","Itgb1","Mouse"
"4336","Il18","Il18r1","Mouse"
"4337","Il18","Il18bp","Mouse"
"4338","Il27","Il6st","Mouse"
"4339","Qrfp","Qrfpr","Mouse"
"4340","Pcsk9","Lrp8","Mouse"
"4341","Pcsk9","Aplp2","Mouse"
"4342","Pcsk9","Vldlr","Mouse"
"4343","Pcsk9","Sort1","Mouse"
"4344","Arf6","Pld1","Mouse"
"4345","Il17c","Il17re","Mouse"
"4346","Dscam","Dcc","Mouse"
"4347","Igf1","Insr","Mouse"
"4348","Cd14","Itga4","Mouse"
"4349","Cd14","Itgb1","Mouse"
"4350","Cd14","Tlr9","Mouse"
"4351","Fgf4","Fgfr1","Mouse"
"4352","Fgf4","Fgfr2","Mouse"
"4353","Fgf4","Fgfr3","Mouse"
"4354","Gnai2","Adra2b","Mouse"
"4355","Gnai2","Drd2","Mouse"
"4356","Gnai2","C5ar1","Mouse"
"4357","Hcrt","Hcrtr2","Mouse"
"4358","Hcrt","Hcrtr1","Mouse"
